fold,split,window_id,sample_id,label,label_index,group_id,group_index,cv_index,audio_path,start_sec,duration_sec,sample_rate,year,bandleader,pianist
3,train,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e__00006,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e,All the Things You Are,0,Cedar Walton / Cedar Walton,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e.wav,60.000000,20.000000,24000,1983,Cedar Walton,Cedar Walton
3,train,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e__00007,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e,All the Things You Are,0,Cedar Walton / Cedar Walton,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e.wav,70.000000,20.000000,24000,1983,Cedar Walton,Cedar Walton
3,train,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e__00008,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e,All the Things You Are,0,Cedar Walton / Cedar Walton,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e.wav,80.000000,20.000000,24000,1983,Cedar Walton,Cedar Walton
3,train,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e__00009,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e,All the Things You Are,0,Cedar Walton / Cedar Walton,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e.wav,90.000000,20.000000,24000,1983,Cedar Walton,Cedar Walton
3,train,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e__00010,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e,All the Things You Are,0,Cedar Walton / Cedar Walton,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e.wav,100.000000,20.000000,24000,1983,Cedar Walton,Cedar Walton
3,train,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e__00011,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e,All the Things You Are,0,Cedar Walton / Cedar Walton,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e.wav,110.000000,20.000000,24000,1983,Cedar Walton,Cedar Walton
3,train,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e__00012,waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e,All the Things You Are,0,Cedar Walton / Cedar Walton,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e.wav,120.000000,20.000000,24000,1983,Cedar Walton,Cedar Walton
3,train,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb__00000,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb,All the Things You Are,0,Paul Bley / Paul Bley,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb.wav,0.000000,20.000000,24000,1985,Paul Bley,Paul Bley
3,train,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb__00001,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb,All the Things You Are,0,Paul Bley / Paul Bley,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb.wav,10.000000,20.000000,24000,1985,Paul Bley,Paul Bley
3,train,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb__00002,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb,All the Things You Are,0,Paul Bley / Paul Bley,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb.wav,20.000000,20.000000,24000,1985,Paul Bley,Paul Bley
3,train,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb__00003,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb,All the Things You Are,0,Paul Bley / Paul Bley,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb.wav,30.000000,20.000000,24000,1985,Paul Bley,Paul Bley
3,train,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb__00004,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb,All the Things You Are,0,Paul Bley / Paul Bley,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb.wav,40.000000,20.000000,24000,1985,Paul Bley,Paul Bley
3,train,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb__00005,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb,All the Things You Are,0,Paul Bley / Paul Bley,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb.wav,50.000000,20.000000,24000,1985,Paul Bley,Paul Bley
3,train,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb__00006,bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb,All the Things You Are,0,Paul Bley / Paul Bley,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/bleyp-allthethingsyouare-lundgaardjhartb-1985-258273cb.wav,60.000000,20.000000,24000,1985,Paul Bley,Paul Bley
3,train,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125__00000,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,Autumn Leaves,1,Bill Evans / Bill Evans,1,1,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125.wav,0.000000,20.000000,24000,1980,Bill Evans,Bill Evans
3,train,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125__00001,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,Autumn Leaves,1,Bill Evans / Bill Evans,1,1,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125.wav,10.000000,20.000000,24000,1980,Bill Evans,Bill Evans
3,train,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125__00002,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,Autumn Leaves,1,Bill Evans / Bill Evans,1,1,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125.wav,20.000000,20.000000,24000,1980,Bill Evans,Bill Evans
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00000,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,0.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00001,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,10.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00002,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,20.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00003,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,30.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00004,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,40.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00005,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,50.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00006,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,60.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00007,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,70.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00008,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,80.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00009,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,90.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,coreac-autumnleaves-patituccijweckld-1989-9f758273__00010,coreac-autumnleaves-patituccijweckld-1989-9f758273,Autumn Leaves,1,Chick Corea / Chick Corea,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/coreac-autumnleaves-patituccijweckld-1989-9f758273.wav,100.000000,20.000000,24000,1989,Chick Corea,Chick Corea
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00000,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,0.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00001,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,10.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00002,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,20.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00003,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,30.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00004,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,40.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00005,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,50.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00006,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,60.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00007,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,70.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00008,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,80.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00009,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,90.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00010,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,100.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00011,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,110.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hawesh-autumnleaves-woodejclarkek-1958-ef338e87__00012,hawesh-autumnleaves-woodejclarkek-1958-ef338e87,Autumn Leaves,1,Hampton Hawes / Hampton Hawes,4,4,data/processed/jtd_group_cv_16/audio_24k_mono/hawesh-autumnleaves-woodejclarkek-1958-ef338e87.wav,120.000000,20.000000,24000,1958,Hampton Hawes,Hampton Hawes
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00000,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,0.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00001,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,10.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00002,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,20.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00003,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,30.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00004,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,40.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00005,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,50.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00006,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,60.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00007,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,70.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00008,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,80.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00009,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,90.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00010,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,100.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00011,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,110.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00012,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,120.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00013,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,130.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00014,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,140.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00015,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,150.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00016,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,160.000000,20.000000,24000,1990,John Hicks,John Hicks
3,train,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d__00017,hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,Autumn Leaves,1,John Hicks / John Hicks,6,6,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d.wav,170.000000,20.000000,24000,1990,John Hicks,John Hicks
