window_id,sample_id,label,label_index,group_id,group_index,cv_index,audio_path,start_sec,duration_sec,sample_rate,year,bandleader,pianist
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00011,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,55.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00012,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,60.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00013,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,65.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00014,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,70.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00015,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,75.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00016,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,80.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00017,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,85.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00018,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,90.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00019,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,95.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00020,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,100.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00021,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,105.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00022,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,110.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89__00023,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,All the Things You Are,0,Keith Jarrett / Keith Jarrett,3,3,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89.wav,115.000000,10.000000,24000,1989,Keith Jarrett,Keith Jarrett
